Employee_ID,Employee_Name,Department,Designation,Experience_Level,Location,Assessment_Date,Skill_Name,Skill_Category,Current_Skill_Level,Required_Skill_Level,Skill_Gap,Training_Priority,Training_Recommendation,Training_Method,Estimated_Training_Hours,Estimated_Training_Cost_USD,Proposed_Timeline,Overall_Performance_Rating,Technical_Performance_Rating,Behavioral_Performance_Rating,Manager_Approval,Business_Impact,Training_Status,Last_Training_Date,Trainer_Assigned,Training_Completion_Percentage,Post_Training_Assessment_Score
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-08-01,Communication,Behavioral,2,3,1,Medium,Soft skills enhancement for Communication,Workshop,10,500,6 months,3,4,4,Approved,High - Required for client engagement,In Progress,2025-05-22,Internal Trainer,91,
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-07-12,Leadership,Behavioral,2,5,3,Critical,Comprehensive Leadership development program,Conference,19,3192,6 weeks,3,4,4,Approved,High - Required for client engagement,Completed,2024-10-06,External Trainer,79,
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-07-18,Adaptability,Behavioral,5,4,0,Low,Maintain Adaptability effectiveness,Mentoring,5,955,12 months,3,4,4,Approved,Medium - Improves efficiency,Completed,2025-04-11,Online Platform,17,
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-07-22,Test-Driven Development,Technical,1,4,3,Critical,Intensive Test-Driven Development training required,Workshop,27,4725,6 weeks,3,4,4,Approved with Conditions,High - Critical for project delivery,Not Started,2025-06-09,Online Platform,6,83.0
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-07-21,Spring Boot,Technical,3,5,2,High,Intensive Spring Boot training required,Workshop,25,4100,3 months,3,4,4,Pending,Low - Nice to have,In Progress,2025-01-01,External Trainer,45,79.0
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-07-18,Problem Solving,Behavioral,4,5,1,Medium,Soft skills enhancement for Problem Solving,Mentoring,19,1482,4 months,3,4,4,Approved,Low - Nice to have,Completed,2024-09-18,TBD,25,
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-07-29,Learning Attitude,Untrainable,3,5,2,High,Assessment Only - Monitor Performance,Assessment Only,0,0,2 months,3,4,4,Approved,Low - Nice to have,Cancelled,2024-10-19,Internal Trainer,28,67.0
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-07-29,CI/CD,Technical,5,3,0,Low,Maintain current CI/CD proficiency,Mentoring,6,426,6 months,3,4,4,Approved with Conditions,Medium - Improves efficiency,In Progress,2024-12-01,Internal Trainer,65,
EMP0150,Employee_EMP0150,UI/UX Design,Junior Developer,5-8 years,Chennai,2025-07-21,AWS,Technical,5,5,0,Low,Maintain current AWS proficiency,Mentoring,2,384,6 months,3,4,4,Pending,Medium - Improves efficiency,Cancelled,2025-03-29,Internal Trainer,36,
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-07-21,Problem Solving,Behavioral,3,4,1,Medium,Soft skills enhancement for Problem Solving,Mentoring,18,1764,4 months,2,1,4,Pending,High - Required for client engagement,Not Started,2024-11-04,TBD,95,
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-08-01,Bootstrap,Technical,2,5,3,Critical,Intensive Bootstrap training required,Online Course,45,5805,1 month,2,1,4,Approved,High - Required for client engagement,Completed,2024-12-27,TBD,33,
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-07-21,Spring Boot,Technical,1,5,4,Critical,Intensive Spring Boot training required,Online Course,57,3363,1 month,2,1,4,Approved,Low - Nice to have,In Progress,2024-09-15,Internal Trainer,68,81.0
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-07-08,Material UI,Technical,2,3,1,Medium,Refresher training for Material UI,Mentoring,10,1540,6 months,2,1,4,Approved with Conditions,Low - Nice to have,Completed,2025-04-11,Online Platform,49,
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-07-31,Kubernetes,Technical,5,5,0,Low,Maintain current Kubernetes proficiency,Mentoring,4,668,As needed,2,1,4,Pending,High - Required for client engagement,Completed,2024-10-29,Online Platform,81,
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-08-01,AWS,Technical,5,3,0,Low,Maintain current AWS proficiency,Mentoring,8,624,As needed,2,1,4,Approved,Medium - Improves efficiency,Not Started,2024-11-24,TBD,93,68.0
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-07-07,React,Technical,3,5,2,High,Intensive React training required,Certification,54,8910,2 months,2,1,4,Pending,High - Critical for project delivery,Completed,2024-09-13,Online Platform,33,
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-07-20,TypeScript,Technical,1,4,3,Critical,Intensive TypeScript training required,Hands-on Project,33,5841,1 month,2,1,4,Approved with Conditions,High - Required for client engagement,Not Started,2025-05-26,External Trainer,92,100.0
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-07-12,Team Collaboration,Behavioral,1,3,2,High,Comprehensive Team Collaboration development program,Conference,31,4247,3 months,2,1,4,Approved with Conditions,High - Critical for project delivery,Not Started,2024-09-15,External Trainer,78,
EMP0151,Employee_EMP0151,Full Stack Development,Project Manager,0-2 years,Mumbai,2025-07-13,Communication,Behavioral,5,3,0,Low,Maintain Communication effectiveness,Mentoring,4,544,As needed,2,1,4,Approved,High - Critical for project delivery,In Progress,2025-05-15,TBD,59,83.0
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-30,Resilience,Untrainable,4,5,1,Medium,Assessment Only - Monitor Performance,Assessment Only,0,0,3 months,4,4,5,Approved with Conditions,Low - Nice to have,In Progress,2024-12-17,Internal Trainer,95,67.0
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-09,Leadership,Behavioral,5,3,0,Low,Maintain Leadership effectiveness,Mentoring,1,52,6 months,4,4,5,Approved with Conditions,Medium - Improves efficiency,Cancelled,2025-01-31,External Trainer,82,
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-14,Kubernetes,Technical,3,3,0,Low,Maintain current Kubernetes proficiency,Mentoring,3,477,6 months,4,4,5,Approved with Conditions,High - Critical for project delivery,Completed,2024-10-07,Internal Trainer,64,62.0
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-30,Angular,Technical,3,4,1,Medium,Refresher training for Angular,Online Course,9,1134,3 months,4,4,5,Approved with Conditions,High - Required for client engagement,Cancelled,2025-06-02,Online Platform,89,
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-20,React,Technical,2,4,2,High,Intensive React training required,Certification,45,7290,2 months,4,4,5,Approved,Low - Nice to have,Cancelled,2024-09-20,External Trainer,26,
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-09,Communication,Behavioral,2,5,3,Critical,Comprehensive Communication development program,Conference,16,816,2 months,4,4,5,Pending,Low - Nice to have,Cancelled,2025-05-22,Online Platform,81,
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-18,Presentation Skills,Behavioral,4,5,1,Medium,Soft skills enhancement for Presentation Skills,Workshop,11,1485,4 months,4,4,5,Pending,Medium - Improves efficiency,Cancelled,2024-09-20,External Trainer,45,
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-15,Conflict Resolution,Behavioral,1,3,2,High,Comprehensive Conflict Resolution development program,Mentoring,27,3051,3 months,4,4,5,Approved with Conditions,High - Critical for project delivery,In Progress,2024-10-20,External Trainer,60,
EMP0152,Employee_EMP0152,Project Management,Tech Lead,12+ years,Remote,2025-07-23,Git/GitHub,Technical,2,4,2,High,Intensive Git/GitHub training required,Certification,21,3969,3 months,4,4,5,Approved with Conditions,High - Required for client engagement,Not Started,2025-01-13,External Trainer,37,93.0
EMP0153,Employee_EMP0153,Backend Development,Business Analyst,5-8 years,Mumbai,2025-07-30,Time Management,Behavioral,4,4,0,Low,Maintain Time Management effectiveness,Mentoring,0,0,12 months,1,4,1,Approved,High - Critical for project delivery,Not Started,2025-04-29,TBD,27,76.0
EMP0153,Employee_EMP0153,Backend Development,Business Analyst,5-8 years,Mumbai,2025-07-28,Kubernetes,Technical,2,4,2,High,Intensive Kubernetes training required,Certification,46,7268,2 months,1,4,1,Approved with Conditions,High - Critical for project delivery,Completed,2025-02-19,TBD,14,97.0
EMP0153,Employee_EMP0153,Backend Development,Business Analyst,5-8 years,Mumbai,2025-07-23,Angular,Technical,3,3,0,Low,Maintain current Angular proficiency,Mentoring,0,0,As needed,1,4,1,Pending,High - Critical for project delivery,Cancelled,2024-12-14,Online Platform,88,96.0
EMP0153,Employee_EMP0153,Backend Development,Business Analyst,5-8 years,Mumbai,2025-07-12,Team Collaboration,Behavioral,2,3,1,Medium,Soft skills enhancement for Team Collaboration,Mentoring,16,2880,4 months,1,4,1,Pending,Low - Nice to have,Completed,2025-05-11,External Trainer,98,
EMP0153,Employee_EMP0153,Backend Development,Business Analyst,5-8 years,Mumbai,2025-07-28,MongoDB,Technical,5,5,0,Low,Maintain current MongoDB proficiency,Mentoring,7,588,12 months,1,4,1,Approved,High - Required for client engagement,In Progress,2025-06-27,TBD,70,66.0
EMP0153,Employee_EMP0153,Backend Development,Business Analyst,5-8 years,Mumbai,2025-07-27,Learning Attitude,Untrainable,4,4,0,Low,Assessment Only - Monitor Performance,Assessment Only,0,0,As needed,1,4,1,Approved,Medium - Improves efficiency,In Progress,2024-09-08,Internal Trainer,64,
EMP0153,Employee_EMP0153,Backend Development,Business Analyst,5-8 years,Mumbai,2025-07-30,CI/CD,Technical,2,5,3,Critical,Intensive CI/CD training required,Hands-on Project,50,7050,2 months,1,4,1,Approved,Medium - Improves efficiency,Cancelled,2025-02-12,TBD,57,76.0
EMP0153,Employee_EMP0153,Backend Development,Business Analyst,5-8 years,Mumbai,2025-08-05,Kafka,Technical,1,3,2,High,Intensive Kafka training required,Online Course,20,1560,3 months,1,4,1,Approved,High - Required for client engagement,In Progress,2024-10-01,External Trainer,50,82.0
EMP0154,Employee_EMP0154,DevOps,Tech Lead,0-2 years,Mumbai,2025-07-31,Angular,Technical,1,3,2,High,Intensive Angular training required,Hands-on Project,23,2737,2 months,1,2,2,Approved with Conditions,Medium - Improves efficiency,Completed,2024-12-29,External Trainer,70,63.0
EMP0154,Employee_EMP0154,DevOps,Tech Lead,0-2 years,Mumbai,2025-07-12,Leadership,Behavioral,5,4,0,Low,Maintain Leadership effectiveness,Mentoring,4,300,As needed,1,2,2,Approved,Medium - Improves efficiency,Completed,2024-10-02,TBD,3,
EMP0154,Employee_EMP0154,DevOps,Tech Lead,0-2 years,Mumbai,2025-07-31,Time Management,Behavioral,2,5,3,Critical,Comprehensive Time Management development program,Mentoring,27,5319,6 weeks,1,2,2,Approved,Medium - Improves efficiency,Completed,2025-05-28,TBD,38,71.0
EMP0154,Employee_EMP0154,DevOps,Tech Lead,0-2 years,Mumbai,2025-08-02,Node.js,Technical,3,3,0,Low,Maintain current Node.js proficiency,Mentoring,4,416,6 months,1,2,2,Pending,High - Critical for project delivery,Not Started,2025-06-19,External Trainer,39,
EMP0154,Employee_EMP0154,DevOps,Tech Lead,0-2 years,Mumbai,2025-08-05,Azure,Technical,5,4,0,Low,Maintain current Azure proficiency,Mentoring,1,147,6 months,1,2,2,Approved,High - Required for client engagement,In Progress,2024-10-01,TBD,57,63.0
EMP0154,Employee_EMP0154,DevOps,Tech Lead,0-2 years,Mumbai,2025-07-13,Git/GitHub,Technical,2,3,1,Medium,Refresher training for Git/GitHub,Mentoring,9,1215,3 months,1,2,2,Pending,High - Required for client engagement,In Progress,2025-06-02,Online Platform,25,
EMP0154,Employee_EMP0154,DevOps,Tech Lead,0-2 years,Mumbai,2025-07-21,Code Review,Technical,5,5,0,Low,Maintain current Code Review proficiency,Mentoring,0,0,6 months,1,2,2,Pending,High - Required for client engagement,Completed,2025-06-22,Internal Trainer,12,
EMP0154,Employee_EMP0154,DevOps,Tech Lead,0-2 years,Mumbai,2025-08-03,Adaptability,Behavioral,2,3,1,Medium,Soft skills enhancement for Adaptability,Workshop,13,728,4 months,1,2,2,Approved,High - Required for client engagement,In Progress,2025-06-20,TBD,21,65.0
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-10,Team Collaboration,Behavioral,1,4,3,Critical,Comprehensive Team Collaboration development program,Conference,18,1656,2 months,4,5,1,Approved,High - Required for client engagement,Not Started,2024-11-17,Online Platform,39,86.0
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-08-01,Git/GitHub,Technical,1,3,2,High,Intensive Git/GitHub training required,Workshop,34,4250,2 months,4,5,1,Approved,Low - Nice to have,Not Started,2024-08-10,TBD,1,81.0
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-18,AWS,Technical,2,3,1,Medium,Refresher training for AWS,Online Course,16,1376,6 months,4,5,1,Approved with Conditions,High - Critical for project delivery,Completed,2025-02-01,TBD,60,84.0
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-26,Microservices,Technical,5,3,0,Low,Maintain current Microservices proficiency,Mentoring,3,288,12 months,4,5,1,Approved with Conditions,Low - Nice to have,Not Started,2025-03-14,External Trainer,60,
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-28,Database Design,Technical,1,5,4,Critical,Intensive Database Design training required,Workshop,49,9408,1 month,4,5,1,Approved with Conditions,Medium - Improves efficiency,Completed,2025-01-05,Online Platform,14,
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-31,RESTful APIs,Technical,1,3,2,High,Intensive RESTful APIs training required,Online Course,26,5122,2 months,4,5,1,Pending,High - Critical for project delivery,Cancelled,2024-10-04,TBD,96,
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-11,Spring Boot,Technical,5,5,0,Low,Maintain current Spring Boot proficiency,Mentoring,6,690,12 months,4,5,1,Approved with Conditions,High - Required for client engagement,Cancelled,2025-05-04,External Trainer,59,
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-20,Redis,Technical,1,3,2,High,Intensive Redis training required,Workshop,52,6708,3 months,4,5,1,Pending,High - Critical for project delivery,In Progress,2024-11-25,Internal Trainer,72,96.0
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-08-04,Angular,Technical,1,4,3,Critical,Intensive Angular training required,Certification,38,2698,6 weeks,4,5,1,Pending,High - Critical for project delivery,Cancelled,2024-09-18,External Trainer,50,72.0
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-28,CI/CD,Technical,3,3,0,Low,Maintain current CI/CD proficiency,Mentoring,4,752,12 months,4,5,1,Approved with Conditions,High - Required for client engagement,Cancelled,2025-06-17,External Trainer,15,96.0
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-07-14,React,Technical,5,4,0,Low,Maintain current React proficiency,Mentoring,5,600,12 months,4,5,1,Approved,Medium - Improves efficiency,Not Started,2025-04-12,Internal Trainer,21,91.0
EMP0155,Employee_EMP0155,Backend Development,Principal Engineer,12+ years,Remote,2025-08-04,MongoDB,Technical,2,3,1,Medium,Refresher training for MongoDB,Workshop,19,950,3 months,4,5,1,Approved,High - Critical for project delivery,Not Started,2025-06-28,TBD,31,
EMP0156,Employee_EMP0156,Business Analysis,QA Engineer,2-5 years,Pune,2025-07-30,Code Review,Technical,5,5,0,Low,Maintain current Code Review proficiency,Mentoring,10,880,6 months,1,5,1,Approved,High - Required for client engagement,Cancelled,2024-09-13,TBD,94,84.0
EMP0156,Employee_EMP0156,Business Analysis,QA Engineer,2-5 years,Pune,2025-07-21,AWS,Technical,1,5,4,Critical,Intensive AWS training required,Workshop,41,7749,1 month,1,5,1,Approved with Conditions,High - Required for client engagement,Completed,2024-12-21,External Trainer,5,61.0
EMP0156,Employee_EMP0156,Business Analysis,QA Engineer,2-5 years,Pune,2025-07-23,Team Collaboration,Behavioral,5,5,0,Low,Maintain Team Collaboration effectiveness,Mentoring,8,960,As needed,1,5,1,Approved,Medium - Improves efficiency,Not Started,2025-05-19,External Trainer,57,66.0
EMP0156,Employee_EMP0156,Business Analysis,QA Engineer,2-5 years,Pune,2025-07-14,Git/GitHub,Technical,5,3,0,Low,Maintain current Git/GitHub proficiency,Mentoring,5,365,As needed,1,5,1,Approved with Conditions,Low - Nice to have,Completed,2025-01-20,External Trainer,97,
EMP0156,Employee_EMP0156,Business Analysis,QA Engineer,2-5 years,Pune,2025-07-25,Spring Boot,Technical,2,3,1,Medium,Refresher training for Spring Boot,Mentoring,14,1624,6 months,1,5,1,Approved,High - Critical for project delivery,In Progress,2025-01-23,External Trainer,35,
EMP0156,Employee_EMP0156,Business Analysis,QA Engineer,2-5 years,Pune,2025-07-27,Emotional Intelligence,Behavioral,4,3,0,Low,Maintain Emotional Intelligence effectiveness,Mentoring,7,924,12 months,1,5,1,Approved with Conditions,Low - Nice to have,Completed,2024-12-12,TBD,56,63.0
EMP0156,Employee_EMP0156,Business Analysis,QA Engineer,2-5 years,Pune,2025-07-14,Kubernetes,Technical,1,3,2,High,Intensive Kubernetes training required,Certification,55,6490,2 months,1,5,1,Approved,High - Critical for project delivery,In Progress,2025-04-28,External Trainer,65,
EMP0156,Employee_EMP0156,Business Analysis,QA Engineer,2-5 years,Pune,2025-08-04,Node.js,Technical,5,4,0,Low,Maintain current Node.js proficiency,Mentoring,0,0,6 months,1,5,1,Pending,Medium - Improves efficiency,Completed,2024-10-24,Internal Trainer,63,
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-08-03,Leadership,Behavioral,5,5,0,Low,Maintain Leadership effectiveness,Mentoring,5,385,As needed,3,2,4,Approved,High - Required for client engagement,In Progress,2024-08-18,Online Platform,44,78.0
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-07-29,Time Management,Behavioral,4,3,0,Low,Maintain Time Management effectiveness,Mentoring,0,0,6 months,3,2,4,Pending,Medium - Improves efficiency,Not Started,2025-02-22,TBD,52,63.0
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-08-05,Git/GitHub,Technical,1,3,2,High,Intensive Git/GitHub training required,Certification,55,10065,2 months,3,2,4,Pending,High - Critical for project delivery,Not Started,2025-04-09,External Trainer,16,
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-08-05,Node.js,Technical,1,4,3,Critical,Intensive Node.js training required,Certification,25,1425,2 months,3,2,4,Pending,Low - Nice to have,Cancelled,2024-11-30,TBD,96,
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-07-16,System Design,Technical,2,5,3,Critical,Intensive System Design training required,Workshop,36,5292,2 months,3,2,4,Approved,Low - Nice to have,In Progress,2025-04-25,TBD,53,100.0
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-07-25,Kubernetes,Technical,3,4,1,Medium,Refresher training for Kubernetes,Online Course,8,576,4 months,3,2,4,Approved,High - Critical for project delivery,Cancelled,2024-08-21,External Trainer,93,
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-08-03,CI/CD,Technical,4,3,0,Low,Maintain current CI/CD proficiency,Mentoring,4,440,12 months,3,2,4,Approved with Conditions,High - Required for client engagement,Cancelled,2024-12-10,External Trainer,20,
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-07-20,AWS,Technical,1,5,4,Critical,Intensive AWS training required,Hands-on Project,28,2688,6 weeks,3,2,4,Pending,High - Critical for project delivery,Cancelled,2024-12-05,TBD,44,
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-07-20,Conflict Resolution,Behavioral,2,3,1,Medium,Soft skills enhancement for Conflict Resolution,Workshop,12,1956,4 months,3,2,4,Approved with Conditions,High - Required for client engagement,Completed,2024-08-22,Online Platform,60,
EMP0157,Employee_EMP0157,Project Management,Tech Lead,8-12 years,Hyderabad,2025-07-23,Azure,Technical,1,5,4,Critical,Intensive Azure training required,Online Course,30,3090,6 weeks,3,2,4,Approved,High - Critical for project delivery,Not Started,2024-10-19,Online Platform,64,
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-07-18,Node.js,Technical,4,4,0,Low,Maintain current Node.js proficiency,Mentoring,9,1269,6 months,3,3,2,Pending,Low - Nice to have,In Progress,2025-06-29,TBD,84,
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-07-20,Problem Solving,Behavioral,3,5,2,High,Comprehensive Problem Solving development program,Workshop,17,1275,3 months,3,3,2,Approved,High - Critical for project delivery,In Progress,2024-11-12,External Trainer,0,
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-07-20,Punctuality,Untrainable,2,4,2,High,Assessment Only - Monitor Performance,Assessment Only,0,0,2 months,3,3,2,Pending,Low - Nice to have,In Progress,2025-06-04,Online Platform,75,
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-07-09,Team Collaboration,Behavioral,5,3,0,Low,Maintain Team Collaboration effectiveness,Mentoring,6,918,12 months,3,3,2,Approved,Low - Nice to have,Not Started,2025-05-17,Internal Trainer,23,70.0
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-07-09,Conflict Resolution,Behavioral,3,4,1,Medium,Soft skills enhancement for Conflict Resolution,Mentoring,11,781,6 months,3,3,2,Approved,Medium - Improves efficiency,Not Started,2025-05-08,TBD,6,
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-08-01,Azure,Technical,5,5,0,Low,Maintain current Azure proficiency,Mentoring,8,1264,6 months,3,3,2,Approved,High - Required for client engagement,Not Started,2024-08-13,TBD,6,72.0
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-08-03,AWS,Technical,2,3,1,Medium,Refresher training for AWS,Online Course,14,2296,6 months,3,3,2,Approved with Conditions,High - Critical for project delivery,Not Started,2025-02-16,Internal Trainer,1,79.0
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-07-18,Angular,Technical,4,3,0,Low,Maintain current Angular proficiency,Mentoring,3,231,As needed,3,3,2,Pending,High - Critical for project delivery,Cancelled,2024-08-08,TBD,5,100.0
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-08-02,Kubernetes,Technical,4,3,0,Low,Maintain current Kubernetes proficiency,Mentoring,5,315,As needed,3,3,2,Approved with Conditions,Low - Nice to have,Completed,2024-08-16,TBD,67,
EMP0158,Employee_EMP0158,DevOps,Tech Lead,2-5 years,Hyderabad,2025-07-29,Communication,Behavioral,3,3,0,Low,Maintain Communication effectiveness,Mentoring,1,69,6 months,3,3,2,Pending,Low - Nice to have,Completed,2024-10-09,External Trainer,90,61.0
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-08-01,Time Management,Behavioral,5,5,0,Low,Maintain Time Management effectiveness,Mentoring,8,624,As needed,4,5,1,Pending,Medium - Improves efficiency,In Progress,2024-09-05,TBD,32,
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-08-04,Adaptability,Behavioral,4,3,0,Low,Maintain Adaptability effectiveness,Mentoring,8,800,12 months,4,5,1,Pending,Medium - Improves efficiency,Cancelled,2024-12-05,Internal Trainer,0,78.0
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-07-09,Docker,Technical,5,3,0,Low,Maintain current Docker proficiency,Mentoring,10,1900,12 months,4,5,1,Pending,High - Required for client engagement,Not Started,2025-06-30,External Trainer,83,
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-07-10,Spring Boot,Technical,3,3,0,Low,Maintain current Spring Boot proficiency,Mentoring,2,208,12 months,4,5,1,Approved,Medium - Improves efficiency,Not Started,2024-12-19,Internal Trainer,49,
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-08-05,Test-Driven Development,Technical,5,4,0,Low,Maintain current Test-Driven Development proficiency,Mentoring,7,812,12 months,4,5,1,Approved with Conditions,High - Required for client engagement,Cancelled,2024-11-23,Online Platform,8,
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-07-14,Resilience,Untrainable,5,5,0,Low,Assessment Only - Monitor Performance,Assessment Only,0,0,6 months,4,5,1,Approved,Low - Nice to have,In Progress,2025-05-23,Online Platform,7,86.0
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-07-30,AWS,Technical,3,3,0,Low,Maintain current AWS proficiency,Mentoring,6,408,6 months,4,5,1,Pending,High - Critical for project delivery,In Progress,2025-01-02,Internal Trainer,83,
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-07-27,Problem Solving,Behavioral,2,4,2,High,Comprehensive Problem Solving development program,Conference,21,1638,2 months,4,5,1,Approved with Conditions,Medium - Improves efficiency,Completed,2024-10-23,Internal Trainer,28,60.0
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-07-10,Punctuality,Untrainable,3,3,0,Low,Assessment Only - Monitor Performance,Assessment Only,0,0,As needed,4,5,1,Pending,High - Critical for project delivery,Not Started,2025-01-27,External Trainer,5,66.0
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-07-14,Emotional Intelligence,Behavioral,3,3,0,Low,Maintain Emotional Intelligence effectiveness,Mentoring,6,1026,As needed,4,5,1,Pending,High - Required for client engagement,Completed,2024-12-13,External Trainer,29,
EMP0159,Employee_EMP0159,UI/UX Design,Tech Lead,12+ years,Pune,2025-07-10,Git/GitHub,Technical,2,4,2,High,Intensive Git/GitHub training required,Online Course,55,4015,2 months,4,5,1,Pending,High - Critical for project delivery,Not Started,2025-02-16,TBD,53,
EMP0160,Employee_EMP0160,Full Stack Development,QA Engineer,12+ years,Remote,2025-07-26,Azure,Technical,1,3,2,High,Intensive Azure training required,Workshop,34,6596,3 months,5,4,1,Approved with Conditions,High - Critical for project delivery,Completed,2025-02-25,External Trainer,48,98.0
EMP0160,Employee_EMP0160,Full Stack Development,QA Engineer,12+ years,Remote,2025-07-11,Spring Boot,Technical,4,3,0,Low,Maintain current Spring Boot proficiency,Mentoring,3,444,6 months,5,4,1,Approved,Low - Nice to have,Completed,2024-11-27,Online Platform,98,
EMP0160,Employee_EMP0160,Full Stack Development,QA Engineer,12+ years,Remote,2025-07-25,Creativity,Untrainable,4,4,0,Low,Assessment Only - Monitor Performance,Assessment Only,0,0,12 months,5,4,1,Approved,High - Critical for project delivery,Not Started,2024-11-23,Internal Trainer,3,
